#Creado con evalua_funcion_vect2D_1par
#FuncionCompX    FuncionCompY 
5.41806   0.384552
5.45151   0.290215
5.48495   0.0340599
5.51839   0.247539
5.55184   0.0421263
5.58528   0.289691
5.61873   0.0297661
5.65217   0.334215
5.68562   0.0388111
5.71906   0.306599
5.75251   0.359506
5.78595   0.0305332
5.8194   0.0716818
5.85284   0.21224
5.88629   0.217636
5.91973   0.114412
5.95318   0.0265087
5.98662   0.0332361
6.02007   0.116219
6.05351   0.0660258
6.08696   0.0595268
6.1204   0.0829197
6.15385   0.0413408
6.18729   0.2156
6.22074   0.0612174
6.25418   0.0308357
6.28763   0.112128
6.32107   0.0144856
6.35452   0.0478954
6.38796   0.019022
6.4214   0.0271614
6.45485   0.0376666
6.48829   0.218124
6.52174   0.0247572
6.55518   0.0184742
6.58863   0.0134605
6.62207   0.0152957
6.65552   0.016882
6.68896   0.0102623
6.72241   0.0208276
6.75585   0.0121849
6.7893   0.00912373
6.82274   0.0242774
6.85619   0.0405975
6.88963   0.115177
6.92308   0.0130822
6.95652   0.0104472
6.98997   0.143372
7.02341   0.0215164
7.05686   0.078615
7.0903   0.0217054
7.12375   0.0800189
7.15719   0.0161301
7.19064   0.0570182
7.22408   0.0534888
7.25753   0.072646
7.29097   0.121259
7.32441   0.0175095
7.35786   0.0697918
7.3913   0.0155181
7.42475   0.0246021
7.45819   0.0047435
7.49164   0.0524216
7.52508   0.0200201
7.55853   0.0105162
7.59197   0.0884544
7.62542   0.0240897
7.65886   0.015168
7.69231   0.0041088
7.72575   0.0239911
7.7592   0.0355021
7.79264   0.00529614
7.82609   0.0235777
7.85953   0.11272
7.89298   0.0312378
7.92642   0.0118287
7.95987   0.00475199
7.99331   0.0441028
8.02676   0.00811125
8.0602   0.0163881
8.09365   0.016022
8.12709   0.0307391
8.16054   0.006253
8.19398   0.0470185
8.22742   0.00836497
8.26087   0.0780735
8.29431   0.0178401
8.32776   0.00572654
8.3612   0.00606449
8.39465   0.00680176
8.42809   0.021039
8.46154   0.0392803
8.49498   0.00699302
8.52843   0.00631762
8.56187   0.00402954
8.59532   0.0201159
8.62876   0.00364234
8.66221   0.0321346
8.69565   0.00162332
8.7291   0.00418403
8.76254   0.00463244
8.79599   0.0234298
8.82943   0.007246
8.86288   0.0455459
8.89632   0.021592
8.92977   0.00154221
8.96321   0.00337543
8.99666   0.0409921
9.0301   0.0372859
9.06355   0.0124827
9.09699   0.00481005
9.13043   0.00435325
9.16388   0.00307316
9.19732   0.0155533
9.23077   0.00179169
9.26421   0.0148734
9.29766   0.0121134
9.3311   0.0219665
9.36455   0.000621606
9.39799   0.0481692
9.43144   0.00117642
9.46488   0.0106602
9.49833   0.0198591
9.53177   0.00631295
9.56522   0.000567329
9.59866   0.000657792
9.63211   0.00129291
9.66555   0.00169811
9.699   0.0237624
9.73244   0.00170085
9.76589   0.00673767
9.79933   0.00105857
9.83278   0.000463569
9.86622   0.000508445
9.89967   0.000636105
9.93311   0.0139591
9.96656   0.000825094
10   0.00258702
